1004	0	0	0	0	0	0	0
1005	0	0	0	0	0	0	0
1006	0	0	0	0	0	0	0
1007	0	0	0	0	0	0	0
1008	0	0	0	0	0	0	0
1009	0	0	0	0	0	0	0
1010	0	0	0	0	0	0	0
1011	0	0	0	0	0	0	0
1012	0	0	0	0	0	0	0
1013	0	0	0	0	0	0	0
1014	0	0	0	0	0	0	0
1015	0	0	0	0	0	0	0
1016	1.85344828	0	0	0	0	0	0
1017	71.54310345	0	0	0	0	0	0
1018	83.03448276	0	0	0	0	0	0
1019	5.56034483	0	0	0	0	0	0
1020	0	0	0	0	0	0	0
1021	1.11206897	0	0	0	0	0	0
1022	1.11206897	0	0	0	0	0	0
1023	135.6724138	0	0	0	0	0	0
1024	0	0	0	0	0	0	0
1025	0	0	0	0	0	0	0
1026	1.11206897	0	0	0	0	0	0
1027	7.4137931	0	0	0	0	0	0
1028	0	0	0	0	0	0	0
1029	0	0	0	0	0	0	0
1030	8.52586207	0	0	0	0	0	0
1031	1.85344828	0	0	0	0	0	0
1032	0	0	0	0	0	0	0
1033	2.96551724	0	0	0	0	0	0
1034	0	0	0	0	0	0	0
1035	0	0	0	0	0	0	0
1036	66.72413793	0	0	0	0	0	0
1037	0	0	0	0	0	0	0
1038	0	0	0	0	0	0	0
1039	0	0	0	0	0	0	0
1040	0	0	0	0	0	0	0
1041	0	0	0	0	0	0	0
1042	61.1637931	0	0	0	0	0	0
1043	84.88793103	0	0	0	0	0	0
1044	3.70689655	0	0	0	0	0	0
1045	1.11206897	0	0	0	0	0	0
1046	0	0	0	0	0	0	0
1047	12.23275862	0	0	0	0	0	0
1048	0	0	0	0	0	0	0
1049	0	0	0	0	0	0	0
1050	0	0	0	0	0	0	0
1051	0	0	0	0	0	0	0
1052	0	0	0	0	0	0	0
1053	12.23275862	0	0	0	0	0	0
1054	3.70689655	0	0	0	0	0	0
1055	0	0	0	0	0	0	0
1056	0	0	0	0	0	0	0
1057	0	0	0	0	0	0	0
1058	0	0	0	0	0	0	0
1059	0	0	0	0	0	0	0
1060	10.37931034	0	0	0	0	0	0
1061	15.19827586	0	0	0	0	0	0
1062	0	0	0	0	0	0	0
1063	0	0	0	0	0	0	0
1064	0	0	0	0	0	0	0
1065	3.70689655	0	0	0	0	0	0
1066	0	0	0	0	0	0	0
1067	20.75862069	0	0	0	0	0	0
1068	17.05172414	0	0	0	0	0	0
1069	0	0	0	0	0	0	0
1070	0	0	0	0	0	0	0
1071	0	0	0	0	0	0	0
1072	0	0	0	0	0	0	0
1073	0	0	0	0	0	0	0
1074	0	0	0	0	0	0	0
1075	0	0	0	0	0	0	0
1076	6.67241379	0	0	0	0	0	0
1077	0	0	0	0	0	0	0
1078	2.96551724	0	0	0	0	0	0
1079	18.90517241	0	0	0	0	0	0
1080	0	0	0	0	0	0	0
1081	6.67241379	0	0	0	0	0	0
1082	0	0	0	0	0	0	0
1083	0	0	0	0	0	0	0
1084	0	0	0	0	0	0	0
1085	0	0	0	0	0	0	0
