13	0	0	0	496
9	0	0	0	496
20	0	0	0	496
19	0	0	0	496
10	0	0	1	496
14	0	0	1	496
13	0	0	1	496
14	1	0	1	496
14	1	0	1	496
14	3	3	0	517
10	5	3	0	517
13	3	3	0	517
15	0	3	0	517
11	5	3	0	517
15	3	3	1	517
16	0	3	1	517
6	7	3	1	517
8	4	3	1	517
12	4	3	1	517
12	7	4	0	524
13	1	4	0	524
12	3	4	0	524
8	7	4	0	524
14	4	4	0	524
8	9	4	1	524
19	0	4	1	524
5	9	4	1	524
5	9	4	1	524
12	5	4	1	524
5	13	5	0	531
13	4	5	0	531
2	16	5	0	531
3	16	5	0	531
10	8	5	0	531
7	13	5	1	531
3	17	5	1	531
7	13	5	1	531
12	8	5	1	531
4	16	5	1	531
2	15	6	0	538
12	1	6	0	538
5	13	6	0	538
14	5	6	0	538
13	7	6	0	538
15	3	6	1	538
15	3	6	1	538
11	7	6	1	538
16	3	6	1	538
18	2	6	1	538
20	0	7	0	545
19	0	7	0	545
18	0	7	0	545
18	0	7	0	545
20	0	7	0	545
21	0	7	1	545
20	0	7	1	545
19	1	7	1	545
20	0	7	1	545
19	0	7	1	545
