16	0	0	0	1219
15	0	0	0	1219
14	0	0	0	1219
15	0	0	0	1219
15	0	0	0	1219
18	0	1	0	1226
16	0	1	0	1226
15	0	1	0	1226
19	0	1	0	1226
19	0	1	0	1226
19	0	1	1	1226
20	0	1	1	1226
19	0	1	1	1226
20	0	1	1	1226
20	0	1	1	1226
24	0	2	0	1233
25	0	2	0	1233
23	0	2	0	1233
23	0	2	0	1233
23	0	2	0	1233
25	0	2	1	1233
21	0	2	1	1233
22	0	2	1	1233
23	0	2	1	1233
24	0	2	1	1233
25	0	3	0	1240
25	0	3	0	1240
25	0	3	0	1240
25	0	3	0	1240
24	0	3	0	1240
24	0	3	1	1240
24	1	3	1	1240
25	0	3	1	1240
25	0	3	1	1240
26	0	3	1	1240
22	0	4	0	1247
23	0	4	0	1247
25	0	4	0	1247
22	1	4	0	1247
24	1	4	0	1247
23	0	4	1	1247
25	0	4	1	1247
22	0	4	1	1247
21	4	4	1	1247
24	0	4	1	1247
25	0	5	0	1255
25	0	5	0	1255
25	0	5	0	1255
25	0	5	0	1255
25	0	5	0	1255
25	0	5	1	1255
25	0	5	1	1255
24	0	5	1	1255
25	0	5	1	1255
25	0	5	1	1255
25	0	6	0	1262
24	0	6	0	1262
24	0	6	0	1262
22	0	6	0	1262
25	0	6	0	1262
25	0	6	1	1262
22	1	6	1	1262
23	0	6	1	1262
25	0	6	1	1262
18	3	6	1	1262
24	0	7	0	1269
26	0	7	0	1269
23	0	7	0	1269
24	0	7	0	1269
23	0	7	0	1269
24	0	7	1	1269
23	0	7	1	1269
20	0	7	1	1269
25	0	7	1	1269
22	0	7	1	1269
21	0	8	0	1276
22	0	8	0	1276
25	0	8	0	1276
24	0	8	0	1276
24	0	8	0	1276
24	0	8	1	1276
23	0	8	1	1276
26	0	8	1	1276
25	0	8	1	1276
25	0	8	1	1276
24	0	9	0	1283
23	0	9	0	1283
25	0	9	0	1283
25	0	9	0	1283
22	0	9	1	1283
24	0	9	1	1283
24	0	9	1	1283
24	0	9	1	1283
20	0	10	0	1290
17	0	10	0	1290
21	0	10	0	1290
18	0	10	0	1290
20	0	10	0	1290
19	0	10	1	1290
20	0	10	1	1290
18	0	10	1	1290
20	0	10	1	1290
18	0	10	1	1290

