18	0	1	0
19	0	1	0
18	0	1	0
20	0	1	0
14	0	1	0
19	0	1	1
16	0	1	1
13	0	1	1
14	0	1	1
19	0	1	1
16	0	2	0
9	0	2	0
13	0	2	0
8	0	2	0
14	0	2	0
15	0	2	1
13	0	2	1
12	0	2	1
12	0	2	1
11	0	2	1
11	0	3	0
11	0	3	0
11	0	3	0
12	0	3	0
15	0	3	0
17	0	3	1
12	0	3	1
11	0	3	1
11	0	4	0
7	0	4	0
6	0	4	0
9	0	4	0
10	0	4	0
11	0	4	1
11	0	4	1
14	0	4	1
11	0	4	1
11	0	4	1
20	0	5	0
17	0	5	0
17	0	5	0
17	0	5	0
15	0	5	0
22	0	5	1
17	0	5	1
16	0	5	1
19	0	5	1
19	0	5	1
16	0	6	0
10	0	6	0
11	0	6	0
15	0	6	0
11	0	6	0
11	0	6	1
13	0	6	1
14	0	6	1
14	0	6	1
10	0	6	1
12	0	7	0
12	0	7	0
14	0	7	0
18	0	7	0
16	0	7	0
2	0	7	1
13	0	7	1
8	0	7	1
14	0	7	1
25	0	8	0
16	0	8	0
18	0	8	0
20	0	8	0
22	0	8	1
21	0	8	1
17	0	8	1
25	0	8	1
19	0	8	1
24	0	9	0
24	0	9	0
18	0	9	0
18	0	9	0
21	0	9	0
19	0	9	1
25	0	9	1
21	0	9	1
21	0	9	1
24	0	10	0
24	0	10	0
12	0	10	0
23	0	10	0
24	0	10	0
24	0	10	1
25	0	10	1
12	0	10	1
25	0	10	1
20	0	11	0
25	0	11	0
25	0	11	0
23	0	11	0
24	0	11	0
25	0	11	1
25	0	11	1
25	0	11	1
24	0	11	1
23	0	11	1

