18	0	0	0	869
19	0	0	0	869
18	0	0	0	869
20	0	0	0	869
14	0	0	0	869
19	0	0	1	869
16	0	0	1	869
13	0	0	1	869
14	0	0	1	869
19	0	0	1	869
16	0	1	0	876
9	0	1	0	876
13	0	1	0	876
8	0	1	0	876
14	0	1	0	876
15	0	1	1	876
13	0	1	1	876
12	0	1	1	876
12	0	1	1	876
11	0	1	1	876
11	0	2	0	883
11	0	2	0	883
11	0	2	0	883
12	0	2	0	883
15	0	2	0	883
17	0	2	1	883
12	0	2	1	883
11	0	2	1	883
11	0	3	0	890
7	0	3	0	890
6	0	3	0	890
9	0	3	0	890
10	0	3	0	890
11	0	3	1	890
11	0	3	1	890
14	0	3	1	890
11	0	3	1	890
11	0	3	1	890
20	0	4	0	897
17	0	4	0	897
17	0	4	0	897
17	0	4	0	897
15	0	4	0	897
22	0	4	1	897
17	0	4	1	897
16	0	4	1	897
19	0	4	1	897
19	0	4	1	897
16	0	5	0	904
10	0	5	0	904
11	0	5	0	904
15	0	5	0	904
11	0	5	0	904
11	0	5	1	904
13	0	5	1	904
14	0	5	1	904
14	0	5	1	904
10	0	5	1	904
12	0	6	0	911
12	0	6	0	911
14	0	6	0	911
18	0	6	0	911
16	0	6	0	911
2	0	6	1	911
13	0	6	1	911
8	0	6	1	911
14	0	6	1	911
25	0	7	0	918
16	0	7	0	918
18	0	7	0	918
20	0	7	0	918
22	0	7	1	918
21	0	7	1	918
17	0	7	1	918
25	0	7	1	918
19	0	7	1	918
24	0	8	0	925
24	0	8	0	925
18	0	8	0	925
18	0	8	0	925
21	0	8	0	925
19	0	8	1	925
25	0	8	1	925
21	0	8	1	925
21	0	8	1	925
24	0	9	0	932
24	0	9	0	932
12	0	9	0	932
23	0	9	0	932
24	0	9	0	932
24	0	9	1	932
25	0	9	1	932
12	0	9	1	932
25	0	9	1	932
20	0	10	0	939
25	0	10	0	939
25	0	10	0	939
23	0	10	0	939
24	0	10	0	939
25	0	10	1	939
25	0	10	1	939
25	0	10	1	939
24	0	10	1	939
23	0	10	1	939
