12	4	1	0	874
13	0	1	0	874
16	0	1	0	874
12	0	1	0	874
14	0	1	0	874
11	7	1	1	874
14	0	1	1	874
13	0	1	1	874
15	0	1	1	874
11	0	2	0	881
9	0	2	0	881
11	0	2	0	881
9	0	2	0	881
9	0	2	0	881
9	0	2	1	881
8	0	2	1	881
9	0	2	1	881
9	0	2	1	881
15	0	3	0	888
12	0	3	0	888
11	0	3	0	888
12	0	3	0	888
4	0	3	0	888
12	0	3	1	888
11	0	3	1	888
13	0	3	1	888
1	0	3	1	888
20	0	4	0	895
20	0	4	0	895
19	0	4	0	895
20	0	4	0	895
20	0	4	0	895
19	0	4	1	895
20	0	4	1	895
19	0	4	1	895
19	0	4	1	895
20	0	4	1	895
14	0	5	0	902
14	0	5	0	902
14	0	5	0	902
16	0	5	0	902
16	0	5	0	902
16	0	5	1	902
14	0	5	1	902
16	0	5	1	902
12	0	5	1	902
24	0	6	0	909
19	0	6	0	909
22	0	6	0	909
21	0	6	0	909
21	0	6	0	909
24	0	6	1	909
21	0	6	1	909
24	0	6	1	909
19	0	6	1	909
24	0	6	1	909
1	0	7	0	916
24	0	7	0	916
24	0	7	0	916
22	0	7	0	916
23	0	7	1	916
23	0	7	1	916
20	0	7	1	916
23	0	7	1	916
1	0	7	1	916
