19	0	0	0	870
18	0	0	0	870
5	12	0	0	870
18	0	0	0	870
15	0	0	0	870
6	10	0	1	870
19	0	0	1	870
15	3	0	1	870
6	0	1	0	877
4	0	1	0	877
2	0	1	0	877
5	0	1	0	877
10	0	1	0	877
8	0	1	1	877
10	0	1	1	877
7	0	1	1	877
7	0	1	1	877
5	0	1	1	877
9	0	2	0	884
12	0	2	0	884
2	0	2	0	884
10	0	2	0	884
10	0	2	0	884
10	0	2	1	884
12	0	2	1	884
12	0	2	1	884
11	0	2	1	884
13	0	4	0	898
8	1	4	0	898
12	0	4	0	898
10	0	4	0	898
16	0	4	0	898
18	0	4	1	898
13	4	4	1	898
6	6	4	1	898
14	0	4	1	898
14	0	4	1	898
15	3	5	0	905
6	7	5	0	905
16	0	5	0	905
16	0	5	0	905
14	2	5	0	905
14	2	5	1	905
11	4	5	1	905
16	1	5	1	905
6	9	5	1	905
14	5	5	1	905
21	0	6	0	912
21	0	6	0	912
17	0	6	0	912
21	0	6	0	912
17	0	6	1	912
19	0	6	1	912
21	0	6	1	912
16	0	6	1	912
17	0	6	1	912
14	0	7	0	919
24	0	7	0	919
21	0	7	0	919
24	0	7	0	919
19	0	7	0	919
21	0	7	1	919
22	0	7	1	919
21	0	7	1	919
21	0	7	1	919
21	0	7	1	919
24	0	8	0	926
23	0	8	0	926
24	0	8	0	926
25	0	8	0	926
25	0	8	0	926
22	0	8	1	926
26	0	8	1	926
21	0	8	1	926
22	0	8	1	926
25	0	8	1	926
24	0	9	0	933
25	0	9	0	933
24	0	9	0	933
24	0	9	1	933
23	0	9	1	933
25	0	9	1	933
25	0	10	0	940
25	0	10	0	940
23	0	10	0	940
25	0	10	0	940
24	0	10	0	940
24	0	10	1	940
24	0	10	1	940
25	0	10	1	940
25	0	10	1	940
25	0	10	1	940
