499	3.32729854	20.13	9.153	14.28	100	58.003	85.445
500	0	22.27	3.907	13.186	100	47.488	78.352
501	0	26.833	4.153	15.237	100	32.789	69.086
502	0	25.321	6.327	16.185	97.104	29.869	58.347
503	0	29.867	6.459	18.407	88.155	24.848	51.143
504	0	31.866	6.009	19.253	100	29.37	59.864
505	0	33.52	8.462	21.849	97.704	27.214	58.44
506	0	25.082	13.124	19.16	100	50.685	82.565
507	13.05324814	27.847	16.762	20.769	100	61.095	96.465
508	0.76783813	33.041	13.883	23.69	100	58.605	87.146
509	0	35.047	16.161	25.668	100	57.066	84.925
510	0	27.195	15.582	21.4	100	71.054	95.823
511	0	33.091	10.82	20.608	100	51.736	90.224
512	0	32.115	14.127	23.645	100	47.386	84.327
513	0	29.818	10.97	22.269	100	59.698	90.204
514	0	28.939	8.872	18.35	100	54.187	86.492
515	0	35.15	7.688	23.015	96.492	46.096	75.678
516	12.28541001	34.306	22.08	27.074	95.784	70.835	88.31
517	0.8	32.84	15.63	23.619	95.079	53.606	84.385
518	74.2	32.865	15.582	24.994	94.045	45.252	80.712
519	26.6	31.171	17.409	23.564	94.14	55.339	85.386
520	0.8	33.016	17.29	25.224	95.204	42.639	85.246
521	20.2	34.51	25.011	28.067	93.618	82.504	88.855
522	52.7	18.6	11.3	14.95	100	100	100
523	0.8	23.6	8.6	16.1	100	51.86891	79.99603
524	1	22.4	5.2	13.8	100	40.27754	74.55646
525	1	27.4	14.7	21.05	100	62.78535	86.42874
526	10	22.603	17.361	20.6	97.297	68.294	80.931
527	1	27.195	15.582	21.699	100	71.054	89.586
528	111	25.705	18.342	21.288	100	94.253	102.426
529	10	25.92	17.936	21.272	100	76.298	95.148
530	5	25.417	18.079	21.272	100	82.692	96.214
531	0	24.819	16.112	19.535	100	78.371	90.685
532	2	19.606	16.281	17.893	100	94.08	100
533	1	28.404	10.82	20.108	100	51.736	83.636
534	0	33.091	15.823	23.97	100	64.548	87.79
535	0	32.115	20.344	25.416	95.548	47.386	79.17
536	0	28.574	15.703	22.268	100	61.971	83.055
537	0	30.899	14.127	23.055	100	57.563	82.896
538	9	30.653	20.748	24.36	100	68.486	90.741
539	0	29.793	19.201	23.678	100	80.408	94.159
540	50	25.705	12.829	21.054	100	78.242	92.261
541	0	29.818	10.97	20.423	100	59.698	83.787
542	8	29.5	19.272	24.115	99.046	77.405	90.77
543	39	26.04	18.055	21.841	99.296	90.801	96.547
544	0	28.939	13.687	20.943	100	76.54	92.542
545	0	21.366	10.77	15.635	95.213	54.187	78.804
546	0	23.079	9.306	16.09	96.318	54.986	78.498
547	0	26.088	7.688	17.506	96.492	46.271	74.961
548	0	31.419	10.745	21.391	95.807	51.593	76.579
549	0	33.142	15.509	24.041	94.349	46.096	73.108
550	0	35.15	17.026	26.96	93.144	62.812	78.861
551	15	33.192	23.007	27.67	93.85	76.744	88.567
552	0	34.306	23.412	28.736	92.985	70.835	83.04
553	8	33.243	22.365	26.608	93.305	79.027	90.065
554	39	31.196	23.222	25.842	95.784	76.358	90.978
555	0	31.419	18.748	25.026	94.919	53.606	80.053
556	0	30.949	15.63	22.851	92.845	61.448	83.727
557	22	32.84	16.449	23.398	93.138	59.157	84.969
558	8	29.646	19.939	23.534	95.079	70.509	88.838
559	0	30.554	17.146	24.051	92.921	45.252	73.755
560	0	32.315	15.582	24.351	94.045	53.94	80.316
561	5	30.751	20.058	25.671	92.264	81.863	89.378
562	0	32.865	17.984	25.485	92.201	53.592	79.589
563	0	31.171	19.82	25.452	92.068	55.339	78.704
564	50	25.729	17.888	21.938	93.097	87.099	89.813
565	0	28.331	18.342	22.69	94.14	73.14	88.845
566	39	30.949	17.409	24.417	92.533	65.082	83.956
567	0	30.53	18.915	24.116	93.565	58.451	84.276
568	146	26.521	17.29	21.525	92.819	82.018	89.736
569	33	31.295	20.153	26.269	95.204	42.639	82.702
570	1	33.016	24.891	28.234	92.524	67.116	84.687
571	1	34.51	25.011	27.897	93.618	82.504	88.733

