13	0	0	0	1218
16	0	0	0	1218
13	0	0	0	1218
22	0	0	0	1218
14	0	0	0	1218
22	0	1	0	1225
21	0	1	0	1225
23	1	1	0	1225
22	0	1	0	1225
23	0	1	0	1225
23	0	1	1	1225
25	0	1	1	1225
22	0	1	1	1225
24	0	1	1	1225
22	0	1	1	1225
24	0	2	0	1232
25	0	2	0	1232
23	0	2	0	1232
26	0	2	0	1232
25	0	2	0	1232
25	0	2	1	1232
21	0	2	1	1232
27	0	2	1	1232
22	0	2	1	1232
24	0	2	1	1232
27	0	3	0	1239
24	0	3	0	1239
22	0	3	0	1239
23	0	3	0	1239
21	0	3	0	1239
15	0	3	1	1239
22	0	3	1	1239
27	0	3	1	1239
24	1	4	0	1246
11	13	4	0	1246
23	0	4	0	1246
24	0	4	0	1246
9	16	4	0	1246
25	0	4	1	1246
10	15	4	1	1246
17	7	4	1	1246
19	5	4	1	1246
22	3	4	1	1246
21	1	5	0	1254
24	1	5	0	1254
24	0	5	0	1254
22	1	5	0	1254
11	13	5	0	1254
23	1	5	1	1254
24	1	5	1	1254
25	0	5	1	1254
16	0	5	1	1254
24	1	5	1	1254
25	0	6	0	1261
23	0	6	0	1261
25	0	6	0	1261
21	0	6	0	1261
25	0	6	0	1261
24	0	6	1	1261
25	0	6	1	1261
24	0	6	1	1261
27	0	6	1	1261
25	0	6	1	1261
24	1	7	0	1268
23	1	7	0	1268
24	0	7	0	1268
23	0	7	0	1268
24	2	7	0	1268
24	0	7	1	1268
24	0	7	1	1268
24	0	7	1	1268
24	0	7	1	1268
25	0	7	1	1268
24	0	8	0	1275
25	0	8	0	1275
23	0	8	0	1275
24	0	8	1	1275
3	0	8	1	1275
25	0	8	1	1275
17	0	8	1	1275
22	0	9	0	1282
25	0	9	0	1282
24	0	9	0	1282
23	0	9	0	1282
24	0	9	1	1282
25	0	9	1	1282
25	0	9	1	1282
22	0	10	0	1289
23	0	10	0	1289
24	0	10	0	1289
25	0	10	0	1289
24	0	10	0	1289
25	0	10	1	1289
24	0	10	1	1289
24	0	10	1	1289
25	0	10	1	1289
23	0	10	1	1289
				
